zone_id,ts,center_node_id,confidence,cohesion,in_burst,chain_tag,fwd_ret_12b,hit_+100_12b,time_to_+100_bars,phase_bucket,phase_hit_rate,trading_score,htf_regime,htf_bar_pos,htf_dist_mid
zone_3,1754435040000,4392,0.7385509035588367,-0.0995,True,demo,,False,,regime_1,0.0,0.08450868713971989,1.0,1.0,-0.2764706015586853
zone_2,1754435040000,4391,0.7125602670540674,-0.0581,False,demo,,False,,regime_1,0.0,0.053819676970593706,1.0,1.0,-0.2764706015586853
zone_0,1754434800000,4389,0.7128585639235989,-0.004,True,none,,False,,regime_1,0.0,0.0028514342556943957,1.0,1.0,-0.24117647111415863
zone_1,1754434800000,4390,0.6956659565531809,0.001,False,demo,,False,,regime_1,0.0,0.000800015850036158,1.0,1.0,-0.24117647111415863
